# tdt, quality (0=ok, 1=questionable, 2=bad)
2400714,0
2400807,0
2400910,0
2401183,0
2401579,0
2402105,0
2800433,0
2800908,0
3201129,1
3201202,0
3602226,1
4000458,0
4000652,0
4001456,1
4001710,1
4002405,0
5200726,0
5601291,0
5602477,0
5602595,0
5602852,0
6000280,0
6001362,2
6401081,0
6800697,0
7100250,2
7100434,0
7100579,0
7200272,1
7200351,0
7200459,0
7200660,0
7201132,0
7900620,0
7900723,0
7901027,0
7901133,0
7901201,0
7901307,0
7901402,0
7901809,0
7902010,0
7902104,0
7902231,0
7902703,0
7902909,2
7903010,0
7903307,0
7903403,0
8000130,1
8000345,1
8000921,0
8001274,0
8001522,1
8001631,0
8001855,0
8001921,0
8002002,0
8101310,1
8101808,0
8200369,0
8200444,1
8200502,0
8200606,0
8200810,0
8201001,2
8201127,2
8201231,0
8201905,0
8202007,0
8202304,2
8202437,0
8302021,0
8400628,1
8400730,0
8400808,1
8401033,0
8401219,0
8402527,0
8402713,0
8402942,1
8403013,0
8501105,1
8501401,1
8502452,0
8902004,0
9101922,0
9101923,2
9101924,2
9101925,2
9102647,0
9200604,2
9200725,2
9200727,2
9200828,2
9400716,0
9401025,0
9401206,0
9401801,0
9401905,0
9402123,0
9500203,0
9500348,1
9500544,0
9500646,1
9502846,0
9604831,0
9801532,0
9900171,0
9900212,0
9900214,0
9900216,0
9900218,0
9901027,0
9901105,0
9901106,0
9901207,0
9901413,0
9901415,0
9901417,0
9901419,0
10100310,2
10101714,0
10101909,1
10200126,0
10200835,0
10201811,0
10201820,0
10201908,0
10300636,0
10400424,1
10400818,1
10401225,0
10401575,1
10402046,0
10402442,2
10402952,1
10600409,0
10600514,0
10601001,0
10703103,1
10802509,0
10802940,0
11101103,0
11101727,0
11103947,0
11105149,0
11301301,2
11301444,0
11401742,0
11402015,0
11501805,2
11600319,0
11601203,0
11701107,2
11701221,0
11701311,0
11702216,0
11800205,0
11800206,2
11801514,2
11801612,2
11802102,2
12000604,0
12000774,2
12101602,0
12102004,0
12103028,0
12200329,0
12202004,2
12302133,0
12302238,0
12302539,0
12402160,1
12500843,0
12601117,0
12601216,0
12601315,0
12601418,0
12601519,0
12601721,0
12700917,0
12701432,0
12702002,2
12801105,0
12801311,0
12801416,0
13001348,0
13201304,0
13400705,1
13400810,2
13401107,0
13401806,0
13401911,2
13402006,2
13402168,0
13501003,2
13502641,0
13502736,0
13600731,2
13600935,0
13601359,0
13601533,0
13601695,0
13601739,0
13601925,2
13602083,0
13602128,0
13900707,2
13901048,1
13901508,1
13901709,0
14100205,1
14100458,0
14100603,1
14100818,0
14101101,0
14101343,0
14300723,0
14302273,0
14302717,1
14400108,0
14400346,0
14401129,0
14401412,0
14401702,0
14401801,0
14601350,0
14800102,2
14800210,1
14801636,0
14802136,0
14900323,0
14900804,0
14901407,0
15000444,0
15001041,0
15101105,1
15200555,0
15200813,2
15201140,0
15201383,0
