# index, aorkey, file_path, PROBABILITIES (groups 0 - 4) shifted by one downwards.
0,3539200,spectra_normalized/3539200_renorm.pkl,0.071427196,0.8612647,0.059757993,0.0058639063,0.001686169
1,3539456,spectra_normalized/3539456_renorm.pkl,0.04907589,0.8998977,0.045004345,0.004729664,0.00129231
2,3539712,spectra_normalized/3539712_renorm.pkl,0.00058374094,0.019480834,0.0011325895,0.045176182,0.9336267
3,3539968,spectra_normalized/3539968_renorm.pkl,9.49196e-06,0.00032444642,7.7640085e-05,0.9892841,0.010304241
4,3540224,spectra_normalized/3540224_renorm.pkl,0.96023947,0.037226286,0.0017011432,0.00026288524,0.0005701693
5,3540480,spectra_normalized/3540480_renorm.pkl,0.0016640658,0.0016212246,0.00011229936,0.16575526,0.8308471
6,3540736,spectra_normalized/3540736_renorm.pkl,0.95840967,0.038405947,0.002127008,0.0003248477,0.00073259446
7,3541248,spectra_normalized/3541248_renorm.pkl,0.98060465,0.016153542,0.0002719865,0.0014973532,0.0014724795
8,3541504,spectra_normalized/3541504_renorm.pkl,0.00042393772,0.002826087,0.00017669582,0.51322407,0.4833493
9,3541760,spectra_normalized/3541760_renorm.pkl,0.002433679,0.0024689906,0.00040845148,0.0026385826,0.99205035
10,3542016,spectra_normalized/3542016_renorm.pkl,0.54648405,0.4343737,0.015172035,0.0023366648,0.0016335113
11,3542272,spectra_normalized/3542272_renorm.pkl,0.401226,0.5763554,0.018627794,0.0020419224,0.0017488381
12,3542528,spectra_normalized/3542528_renorm.pkl,0.9601587,0.037389234,0.0017391939,0.00021405827,0.00049885275
13,3542784,spectra_normalized/3542784_renorm.pkl,0.42382285,0.5585571,0.014977747,0.001385675,0.001256531
14,3543040,spectra_normalized/3543040_renorm.pkl,0.9593234,0.0031513206,1.899885e-05,0.00022776877,0.037278417
15,3543296,spectra_normalized/3543296_renorm.pkl,9.258689e-05,0.338351,0.48468432,0.17445157,0.0024204408
16,3543552,spectra_normalized/3543552_renorm.pkl,0.65004915,0.3363268,0.010935689,0.0013200152,0.0013683985
17,3543808,spectra_normalized/3543808_renorm.pkl,0.00012540167,0.0019432559,0.00024484037,0.990915,0.0067715193
