,flux,norm_error,spec_error,wave
0,-0.7699999809265137,0.2800000011920929,0.2800000011920929,2.359999895095825
1,-0.8500000238418579,0.2800000011920929,0.2800000011920929,2.3602499961853027
2,-0.9300000071525574,0.2800000011920929,0.2800000011920929,2.3605000972747803
3,-1.0199999809265137,0.2800000011920929,0.2800000011920929,2.3607499599456787
4,-1.1100000143051147,0.2800000011920929,0.2800000011920929,2.3610000610351562
5,-1.2100000381469727,0.2800000011920929,0.2800000011920929,2.3612499237060547
6,-1.3200000524520874,0.2800000011920929,0.2800000011920929,2.3615000247955322
7,-1.4199999570846558,0.2800000011920929,0.2800000011920929,2.3617498874664307
8,-1.5299999713897705,0.2800000011920929,0.2800000011920929,2.361999988555908
9,-1.6299999952316284,0.2800000011920929,0.2800000011920929,2.3622500896453857
10,-1.7300000190734863,0.2800000011920929,0.2800000011920929,2.362499952316284
11,-1.809999942779541,0.2800000011920929,0.2800000011920929,2.3627500534057617
12,-1.8799999952316284,0.2800000011920929,0.2800000011920929,2.36299991607666
13,-1.940000057220459,0.2800000011920929,0.2800000011920929,2.3632500171661377
14,-1.9800000190734863,0.27000001072883606,0.27000001072883606,2.3635001182556152
15,-2.0199999809265137,0.27000001072883606,0.27000001072883606,2.3637499809265137
16,-2.049999952316284,0.27000001072883606,0.27000001072883606,2.364000082015991
17,-2.069999933242798,0.27000001072883606,0.27000001072883606,2.3642499446868896
18,-2.0899999141693115,0.27000001072883606,0.27000001072883606,2.364500045776367
19,-2.0999999046325684,0.27000001072883606,0.27000001072883606,2.3647499084472656
20,-2.0999999046325684,0.27000001072883606,0.27000001072883606,2.365000009536743
21,-2.0799999237060547,0.27000001072883606,0.27000001072883606,2.3652501106262207
22,-2.0399999618530273,0.27000001072883606,0.27000001072883606,2.365499973297119
23,-1.9900000095367432,0.27000001072883606,0.27000001072883606,2.3657500743865967
24,-1.9199999570846558,0.27000001072883606,0.27000001072883606,2.365999937057495
